date,state,total_enrollments,male_enrollments,female_enrollments,child_enrollments,adult_enrollments,senior_enrollments,center_type
2023-03-10,Telangana,630,320,309,157,346,126,Permanent
2023-03-10,Tripura,473,235,238,118,260,94,Permanent
2023-03-10,Uttar Pradesh,955,466,488,238,525,191,Temporary
2023-03-10,Uttarakhand,549,268,281,137,302,109,Permanent
2023-03-10,West Bengal,269,132,136,67,148,53,Permanent
2023-03-10,Delhi,516,267,249,129,284,103,Permanent
2023-03-10,Jammu and Kashmir,951,465,486,237,523,190,Permanent
2023-03-11,Andhra Pradesh,574,291,282,143,315,114,Permanent
2023-03-11,Arunachal Pradesh,521,260,260,130,286,104,Permanent
2023-03-11,Assam,523,263,260,130,287,104,Permanent
2023-03-11,Bihar,234,114,119,58,128,46,Permanent
2023-03-11,Chhattisgarh,480,244,235,120,264,96,Permanent
2023-03-11,Goa,416,214,202,104,229,83,Permanent
2023-03-11,Gujarat,273,131,141,68,150,54,Temporary
2023-03-11,Haryana,464,238,225,116,255,92,Permanent
2023-03-11,Himachal Pradesh,531,270,261,132,292,106,Permanent
2023-03-11,Jharkhand,405,204,201,101,222,81,Permanent
2023-03-11,Karnataka,190,98,92,47,105,38,Permanent
2023-03-11,Kerala,311,161,149,77,171,62,Permanent
2023-03-11,Madhya Pradesh,587,303,283,146,322,117,Permanent
2023-03-11,Maharashtra,593,306,287,148,326,118,Permanent
2023-03-11,Manipur,360,179,180,90,198,72,Temporary
2023-03-11,Meghalaya,152,75,76,38,83,30,Temporary
2023-03-11,Mizoram,558,273,284,139,307,111,Temporary
2023-03-11,Nagaland,503,260,243,125,277,100,Temporary
2023-03-11,Odisha,324,160,163,81,178,64,Permanent
2023-03-11,Punjab,229,119,110,57,126,45,Permanent
2023-03-11,Rajasthan,456,232,224,114,251,91,Temporary
2023-03-11,Sikkim,200,96,104,50,110,40,Permanent
2023-03-11,Tamil Nadu,168,84,83,42,92,33,Permanent
2023-03-11,Telangana,550,270,279,137,302,110,Permanent
2023-03-11,Tripura,323,165,157,80,178,64,Temporary
2023-03-11,Uttar Pradesh,293,149,144,73,161,58,Permanent
2023-03-11,Uttarakhand,561,284,277,140,308,112,Temporary
2023-03-11,West Bengal,448,223,224,112,246,89,Permanent
2023-03-11,Delhi,487,253,234,121,268,97,Permanent
2023-03-11,Jammu and Kashmir,563,286,276,140,309,112,Permanent
2023-03-12,Andhra Pradesh,507,256,250,126,278,101,Permanent
2023-03-12,Arunachal Pradesh,246,127,118,61,135,49,Permanent
2023-03-12,Assam,485,236,248,121,266,97,Permanent
2023-03-12,Bihar,457,227,229,114,251,91,Temporary
2023-03-12,Chhattisgarh,485,246,239,121,266,97,Permanent
2023-03-12,Goa,217,110,106,54,119,43,Temporary
2023-03-12,Gujarat,540,276,264,135,297,108,Permanent
2023-03-12,Haryana,450,231,218,112,247,90,Temporary
2023-03-12,Himachal Pradesh,162,80,81,40,89,32,Temporary
2023-03-12,Jharkhand,316,160,156,79,174,63,Permanent
2023-03-12,Karnataka,257,131,125,64,141,51,Permanent
2023-03-12,Kerala,355,177,177,88,195,71,Permanent
2023-03-12,Madhya Pradesh,532,276,256,133,292,106,Permanent
2023-03-12,Maharashtra,168,86,82,42,92,33,Permanent
2023-03-12,Manipur,462,233,228,115,254,92,Permanent
2023-03-12,Meghalaya,209,101,108,52,115,41,Permanent
2023-03-12,Mizoram,514,266,248,128,282,102,Permanent
2023-03-12,Nagaland,329,170,159,82,181,65,Temporary
2023-03-12,Odisha,480,238,242,120,264,96,Permanent
2023-03-12,Punjab,479,245,233,119,263,95,Permanent
2023-03-12,Rajasthan,352,175,176,88,193,70,Permanent
2023-03-12,Sikkim,326,165,160,81,179,65,Temporary
2023-03-12,Tamil Nadu,268,135,132,67,147,53,Permanent
2023-03-12,Telangana,412,206,205,103,226,82,Temporary
2023-03-12,Tripura,347,178,168,86,191,69,Permanent
2023-03-12,Uttar Pradesh,325,162,163,81,179,65,Permanent
2023-03-12,Uttarakhand,329,167,161,82,181,65,Temporary
2023-03-12,West Bengal,543,261,282,135,298,108,Permanent
2023-03-12,Delhi,536,264,272,134,295,107,Permanent
2023-03-12,Jammu and Kashmir,357,181,176,89,196,71,Permanent
2023-03-13,Andhra Pradesh,919,444,474,229,505,183,Permanent
2023-03-13,Arunachal Pradesh,316,155,161,79,174,63,Permanent
2023-03-13,Assam,893,437,455,223,491,178,Temporary
2023-03-13,Bihar,271,140,130,67,149,54,Permanent
2023-03-13,Chhattisgarh,596,293,302,149,328,119,Permanent
2023-03-13,Goa,708,353,355,177,389,141,Permanent
2023-03-13,Gujarat,718,350,367,179,395,143,Permanent
2023-03-13,Haryana,372,189,183,93,205,74,Permanent
2023-03-13,Himachal Pradesh,331,171,159,82,182,66,Temporary
2023-03-13,Jharkhand,846,418,428,211,465,169,Temporary
2023-03-13,Karnataka,709,341,367,177,390,141,Temporary
2023-03-13,Kerala,481,247,234,120,264,96,Permanent
2023-03-13,Madhya Pradesh,826,420,405,206,454,165,Permanent
2023-03-13,Maharashtra,658,338,319,164,361,131,Permanent
2023-03-13,Manipur,522,269,253,130,287,104,Permanent
2023-03-13,Meghalaya,1056,514,541,264,580,211,Temporary
2023-03-13,Mizoram,551,267,283,137,303,110,Permanent
2023-03-13,Nagaland,973,497,476,243,535,194,Permanent
2023-03-13,Odisha,805,410,395,201,443,161,Permanent
2023-03-13,Punjab,966,499,466,241,531,193,Permanent
2023-03-13,Rajasthan,841,419,422,210,463,168,Temporary
2023-03-13,Sikkim,577,286,290,144,317,115,Temporary
2023-03-13,Tamil Nadu,720,359,360,180,396,144,Permanent
2023-03-13,Telangana,880,450,430,220,484,176,Permanent
2023-03-13,Tripura,842,422,419,210,463,168,Permanent
2023-03-13,Uttar Pradesh,625,321,304,156,344,125,Permanent
2023-03-13,Uttarakhand,397,197,200,99,218,79,Permanent
2023-03-13,West Bengal,516,256,259,129,284,103,Permanent
2023-03-13,Delhi,929,465,463,232,510,185,Temporary
2023-03-13,Jammu and Kashmir,486,249,236,121,267,97,Permanent
2023-03-14,Andhra Pradesh,332,165,166,83,182,66,Permanent
2023-03-14,Arunachal Pradesh,753,376,376,188,414,150,Temporary
2023-03-14,Assam,954,478,475,238,524,190,Permanent
2023-03-14,Bihar,581,300,281,145,319,116,Permanent
2023-03-14,Chhattisgarh,278,140,137,69,152,55,Permanent
2023-03-14,Goa,544,280,263,136,299,108,Temporary
2023-03-14,Gujarat,395,195,200,98,217,79,Permanent
2023-03-14,Haryana,258,126,132,64,142,51,Temporary
2023-03-14,Himachal Pradesh,291,142,149,72,160,58,Permanent
2023-03-14,Jharkhand,775,390,384,193,426,155,Permanent
2023-03-14,Karnataka,674,334,340,168,371,134,Permanent
2023-03-14,Kerala,570,295,275,142,313,114,Permanent
2023-03-14,Madhya Pradesh,584,293,291,146,321,116,Permanent
2023-03-14,Maharashtra,534,271,263,133,294,106,Permanent
2023-03-14,Manipur,690,335,354,172,379,138,Permanent
2023-03-14,Meghalaya,528,269,259,132,290,105,Permanent
2023-03-14,Mizoram,501,258,243,125,276,100,Permanent
2023-03-14,Nagaland,252,127,125,63,139,50,Temporary
2023-03-14,Odisha,349,177,172,87,192,69,Temporary
2023-03-14,Punjab,334,165,168,83,183,66,Temporary
2023-03-14,Rajasthan,929,472,457,232,511,185,Temporary
2023-03-14,Sikkim,356,177,178,89,195,71,Permanent
2023-03-14,Tamil Nadu,692,358,333,173,380,138,Permanent
2023-03-14,Telangana,827,417,410,206,455,165,Permanent
2023-03-14,Tripura,936,481,455,234,515,187,Permanent
2023-03-14,Uttar Pradesh,465,238,227,116,256,93,Permanent
2023-03-14,Uttarakhand,252,129,123,63,139,50,Permanent
2023-03-14,West Bengal,539,275,263,134,296,107,Permanent
2023-03-14,Delhi,791,405,385,197,435,158,Permanent
2023-03-14,Jammu and Kashmir,466,236,230,116,256,93,Permanent
2023-03-15,Andhra Pradesh,574,296,277,143,315,114,Permanent
2023-03-15,Arunachal Pradesh,498,249,248,124,273,99,Permanent
2023-03-15,Assam,419,215,204,104,230,83,Temporary
2023-03-15,Bihar,840,415,425,210,462,168,Permanent
2023-03-15,Chhattisgarh,271,132,138,67,149,54,Permanent
2023-03-15,Goa,953,492,461,238,524,190,Permanent
2023-03-15,Gujarat,643,310,333,160,354,128,Permanent
2023-03-15,Haryana,314,155,159,78,172,62,Permanent
2023-03-15,Himachal Pradesh,1014,523,491,253,558,202,Permanent
2023-03-15,Jharkhand,543,271,272,135,298,108,Permanent
2023-03-15,Karnataka,1035,526,508,258,569,207,Permanent
2023-03-15,Kerala,318,153,165,79,175,63,Temporary
2023-03-15,Madhya Pradesh,524,255,269,131,288,104,Temporary
2023-03-15,Maharashtra,695,357,337,173,382,139,Temporary
2023-03-15,Manipur,752,371,380,188,413,150,Permanent
2023-03-15,Meghalaya,895,442,453,223,492,179,Permanent
2023-03-15,Mizoram,454,222,232,113,249,90,Permanent
2023-03-15,Nagaland,715,348,367,178,393,143,Permanent
2023-03-15,Odisha,624,317,306,156,343,124,Permanent
2023-03-15,Punjab,717,366,351,179,394,143,Temporary
2023-03-15,Rajasthan,436,225,210,109,239,87,Temporary
2023-03-15,Sikkim,298,144,154,74,164,59,Permanent
2023-03-15,Tamil Nadu,367,191,176,91,202,73,Permanent
2023-03-15,Telangana,737,374,362,184,405,147,Permanent
2023-03-15,Tripura,399,203,196,99,219,79,Permanent
2023-03-15,Uttar Pradesh,454,227,227,113,249,90,Permanent
2023-03-15,Uttarakhand,668,341,327,167,367,133,Permanent
2023-03-15,West Bengal,337,165,171,84,185,67,Permanent
2023-03-15,Delhi,603,305,298,150,331,120,Temporary
2023-03-15,Jammu and Kashmir,458,225,232,114,252,91,Temporary
2023-03-16,Andhra Pradesh,817,393,423,204,449,163,Permanent
2023-03-16,Arunachal Pradesh,337,171,165,84,185,67,Permanent
2023-03-16,Assam,549,282,267,137,302,109,Temporary
2023-03-16,Bihar,648,325,322,162,356,129,Permanent
2023-03-16,Chhattisgarh,584,281,302,146,321,116,Permanent
2023-03-16,Goa,257,133,123,64,141,51,Permanent
2023-03-16,Gujarat,347,176,171,86,191,69,Permanent
2023-03-16,Haryana,690,349,340,172,379,138,Temporary
2023-03-16,Himachal Pradesh,911,460,450,227,501,182,Temporary
2023-03-16,Jharkhand,253,123,129,63,139,50,Permanent
2023-03-16,Karnataka,344,170,174,86,189,68,Permanent
2023-03-16,Kerala,1024,493,531,256,563,204,Permanent
2023-03-16,Madhya Pradesh,1063,517,546,265,585,212,Permanent
2023-03-16,Maharashtra,641,327,314,160,352,128,Permanent
2023-03-16,Manipur,960,491,469,240,528,192,Temporary
2023-03-16,Meghalaya,457,222,234,114,251,91,Permanent
2023-03-16,Mizoram,615,317,297,153,338,123,Permanent
2023-03-16,Nagaland,328,159,169,82,180,65,Permanent
2023-03-16,Odisha,262,132,129,65,144,52,Temporary
2023-03-16,Punjab,317,156,161,79,174,63,Temporary
2023-03-16,Rajasthan,495,252,242,123,272,99,Permanent
2023-03-16,Sikkim,341,174,166,85,187,68,Temporary
2023-03-16,Tamil Nadu,1016,493,523,254,559,203,Permanent
2023-03-16,Telangana,269,140,129,67,148,53,Permanent
2023-03-16,Tripura,506,262,244,126,278,101,Temporary
2023-03-16,Uttar Pradesh,580,289,290,145,319,116,Permanent
2023-03-16,Uttarakhand,353,173,179,88,194,70,Permanent
2023-03-16,West Bengal,560,271,288,140,308,112,Permanent
2023-03-16,Delhi,488,252,236,122,268,97,Permanent
2023-03-16,Jammu and Kashmir,349,177,171,87,192,69,Temporary
2023-03-17,Andhra Pradesh,833,400,432,208,458,166,Temporary
2023-03-17,Arunachal Pradesh,672,347,325,168,370,134,Temporary
2023-03-17,Assam,952,466,486,238,523,190,Permanent
2023-03-17,Bihar,956,459,497,239,526,191,Permanent
2023-03-17,Chhattisgarh,577,290,287,144,317,115,Permanent
2023-03-17,Goa,366,187,179,91,201,73,Permanent
2023-03-17,Gujarat,319,154,164,79,175,63,Permanent
2023-03-17,Haryana,966,476,489,241,531,193,Permanent
2023-03-17,Himachal Pradesh,623,316,306,155,342,124,Temporary
2023-03-17,Jharkhand,886,459,426,221,487,177,Temporary
2023-03-17,Karnataka,461,229,231,115,253,92,Temporary
2023-03-17,Kerala,313,151,162,78,172,62,Permanent
2023-03-17,Madhya Pradesh,549,282,266,137,301,109,Permanent
2023-03-17,Maharashtra,934,453,480,233,513,186,Permanent
2023-03-17,Manipur,606,305,300,151,333,121,Permanent
2023-03-17,Meghalaya,355,184,171,88,195,71,Permanent
2023-03-17,Mizoram,957,471,485,239,526,191,Permanent
2023-03-17,Nagaland,298,149,149,74,164,59,Temporary
2023-03-17,Odisha,604,313,290,151,332,120,Temporary
2023-03-17,Punjab,527,257,269,131,290,105,Permanent
2023-03-17,Rajasthan,319,154,165,79,175,63,Permanent
2023-03-17,Sikkim,677,345,331,169,372,135,Permanent
2023-03-17,Tamil Nadu,570,281,289,142,313,114,Temporary
2023-03-17,Telangana,697,341,355,174,383,139,Temporary
2023-03-17,Tripura,639,316,323,159,351,127,Temporary
2023-03-17,Uttar Pradesh,607,301,306,151,334,121,Temporary
2023-03-17,Uttarakhand,813,401,412,203,447,162,Permanent
2023-03-17,West Bengal,845,433,412,211,465,169,Permanent
2023-03-17,Delhi,345,176,168,86,190,69,Permanent
2023-03-17,Jammu and Kashmir,796,393,403,199,438,159,Temporary
2023-03-18,Andhra Pradesh,525,261,264,131,289,105,Permanent
2023-03-18,Arunachal Pradesh,574,279,294,143,315,114,Permanent
2023-03-18,Assam,166,84,82,41,91,33,Permanent
2023-03-18,Bihar,225,113,111,56,123,45,Permanent
2023-03-18,Chhattisgarh,428,209,218,107,235,85,Permanent
2023-03-18,Goa,539,262,276,134,296,107,Temporary
2023-03-18,Gujarat,493,242,251,123,271,98,Temporary
2023-03-18,Haryana,495,252,242,123,272,99,Permanent
2023-03-18,Himachal Pradesh,326,166,160,81,179,65,Permanent
2023-03-18,Jharkhand,516,264,252,129,284,103,Temporary
2023-03-18,Karnataka,305,158,146,76,167,61,Permanent
2023-03-18,Kerala,577,291,286,144,317,115,Permanent
2023-03-18,Madhya Pradesh,255,126,129,63,140,51,Temporary
2023-03-18,Maharashtra,394,198,195,98,217,78,Temporary
2023-03-18,Manipur,429,217,212,107,236,85,Permanent
2023-03-18,Meghalaya,147,73,74,36,81,29,Permanent
2023-03-18,Mizoram,216,106,110,54,119,43,Permanent
2023-03-18,Nagaland,182,90,92,45,100,36,Permanent
2023-03-18,Odisha,381,192,188,95,209,76,Temporary
2023-03-18,Punjab,491,243,248,122,270,98,Temporary
2023-03-18,Rajasthan,171,86,85,42,94,34,Permanent
2023-03-18,Sikkim,191,96,95,47,105,38,Permanent
2023-03-18,Tamil Nadu,187,94,93,46,103,37,Permanent
2023-03-18,Telangana,349,180,168,87,192,69,Permanent
2023-03-18,Tripura,288,140,148,72,158,57,Permanent
2023-03-18,Uttar Pradesh,444,215,228,111,244,88,Temporary
2023-03-18,Uttarakhand,182,89,93,45,100,36,Permanent
2023-03-18,West Bengal,385,192,193,96,212,77,Permanent
2023-03-18,Delhi,191,92,98,47,105,38,Permanent
2023-03-18,Jammu and Kashmir,383,189,194,95,210,76,Permanent
2023-03-19,Andhra Pradesh,384,199,185,96,211,76,Permanent
2023-03-19,Arunachal Pradesh,244,124,119,61,134,48,Temporary
2023-03-19,Assam,324,157,167,81,178,64,Permanent
2023-03-19,Bihar,201,102,98,50,110,40,Permanent
2023-03-19,Chhattisgarh,514,258,256,128,283,102,Permanent
2023-03-19,Goa,539,275,263,134,296,107,Permanent
2023-03-19,Gujarat,164,79,84,41,90,32,Temporary
2023-03-19,Haryana,200,98,101,50,110,40,Permanent
2023-03-19,Himachal Pradesh,489,242,246,122,269,97,Permanent
2023-03-19,Jharkhand,571,281,290,142,314,114,Temporary
2023-03-19,Karnataka,479,230,249,119,263,95,Permanent
2023-03-19,Kerala,323,161,161,80,177,64,Permanent
2023-03-19,Madhya Pradesh,189,95,94,47,104,37,Permanent
2023-03-19,Maharashtra,462,231,231,115,254,92,Temporary
2023-03-19,Manipur,234,118,115,58,128,46,Permanent
2023-03-19,Meghalaya,298,148,150,74,164,59,Permanent
2023-03-19,Mizoram,174,88,86,43,96,34,Permanent
2023-03-19,Nagaland,525,271,254,131,289,105,Permanent
2023-03-19,Odisha,472,228,243,118,259,94,Permanent
2023-03-19,Punjab,390,197,192,97,215,78,Permanent
2023-03-19,Rajasthan,310,158,151,77,170,62,Permanent
2023-03-19,Sikkim,460,233,227,115,253,92,Temporary
2023-03-19,Tamil Nadu,257,125,131,64,141,51,Temporary
2023-03-19,Telangana,471,240,230,117,259,94,Permanent
2023-03-19,Tripura,391,190,201,97,215,78,Temporary
2023-03-19,Uttar Pradesh,300,144,155,75,165,60,Permanent
2023-03-19,Uttarakhand,307,156,150,76,168,61,Permanent
2023-03-19,West Bengal,473,233,240,118,260,94,Permanent
2023-03-19,Delhi,374,182,191,93,206,74,Temporary
2023-03-19,Jammu and Kashmir,393,199,193,98,216,78,Temporary
2023-03-20,Andhra Pradesh,790,391,399,197,435,158,Permanent
2023-03-20,Arunachal Pradesh,368,187,180,92,202,73,Permanent
2023-03-20,Assam,512,250,262,128,281,102,Temporary
2023-03-20,Bihar,1004,490,513,251,552,200,Temporary
2023-03-20,Chhattisgarh,332,167,165,83,183,66,Temporary
2023-03-20,Goa,496,251,244,124,273,99,Temporary
2023-03-20,Gujarat,601,304,297,150,330,120,Temporary
2023-03-20,Haryana,304,149,155,76,167,60,Temporary
2023-03-20,Himachal Pradesh,599,293,305,149,329,119,Temporary
2023-03-20,Jharkhand,763,370,393,190,419,152,Permanent
2023-03-20,Karnataka,614,314,300,153,337,122,Permanent
2023-03-20,Kerala,840,410,429,210,462,168,Permanent
2023-03-20,Madhya Pradesh,552,282,270,138,304,110,Temporary
2023-03-20,Maharashtra,810,395,414,202,445,162,Permanent
2023-03-20,Manipur,672,341,331,168,370,134,Permanent
2023-03-20,Meghalaya,509,248,260,127,280,101,Permanent
2023-03-20,Mizoram,420,216,204,105,231,84,Permanent
2023-03-20,Nagaland,308,152,155,77,169,61,Permanent
2023-03-20,Odisha,437,213,223,109,240,87,Permanent
2023-03-20,Punjab,357,182,175,89,196,71,Temporary
2023-03-20,Rajasthan,872,452,419,218,479,174,Permanent
2023-03-20,Sikkim,926,456,470,231,509,185,Temporary
2023-03-20,Tamil Nadu,369,183,185,92,202,73,Permanent
2023-03-20,Telangana,979,472,507,244,538,195,Temporary
2023-03-20,Tripura,727,366,360,181,400,145,Permanent
2023-03-20,Uttar Pradesh,254,124,130,63,139,50,Permanent
2023-03-20,Uttarakhand,283,142,140,70,155,56,Permanent
2023-03-20,West Bengal,763,369,394,190,420,152,Permanent
2023-03-20,Delhi,921,445,475,230,506,184,Permanent
2023-03-20,Jammu and Kashmir,773,386,387,193,425,154,Permanent
2023-03-21,Andhra Pradesh,477,239,238,119,262,95,Permanent
2023-03-21,Arunachal Pradesh,773,395,377,193,425,154,Permanent
2023-03-21,Assam,810,414,396,202,445,162,Temporary
2023-03-21,Bihar,297,154,143,74,163,59,Temporary
2023-03-21,Chhattisgarh,312,154,158,78,171,62,Permanent
2023-03-21,Goa,647,331,315,161,355,129,Temporary
2023-03-21,Gujarat,855,419,435,213,470,171,Permanent
2023-03-21,Haryana,904,466,438,226,497,180,Permanent
2023-03-21,Himachal Pradesh,535,257,277,133,294,107,Permanent
2023-03-21,Jharkhand,582,285,296,145,320,116,Permanent
2023-03-21,Karnataka,594,296,298,148,327,118,Permanent
2023-03-21,Kerala,973,477,495,243,535,194,Permanent
2023-03-21,Madhya Pradesh,432,218,213,108,237,86,Permanent
2023-03-21,Maharashtra,333,169,163,83,183,66,Temporary
2023-03-21,Manipur,915,448,467,228,503,183,Permanent
2023-03-21,Meghalaya,945,472,473,236,519,189,Permanent
2023-03-21,Mizoram,299,146,153,74,164,59,Temporary
2023-03-21,Nagaland,847,420,427,211,466,169,Permanent
2023-03-21,Odisha,813,396,416,203,447,162,Permanent
2023-03-21,Punjab,924,454,470,231,508,184,Permanent
2023-03-21,Rajasthan,450,216,233,112,247,90,Permanent
2023-03-21,Sikkim,818,414,403,204,450,163,Permanent
2023-03-21,Tamil Nadu,572,292,280,143,314,114,Permanent
2023-03-21,Telangana,300,151,149,75,165,60,Permanent
2023-03-21,Tripura,519,265,254,129,285,103,Temporary
2023-03-21,Uttar Pradesh,447,221,225,111,246,89,Permanent
2023-03-21,Uttarakhand,690,336,354,172,380,138,Permanent
2023-03-21,West Bengal,577,288,288,144,317,115,Temporary
2023-03-21,Delhi,802,412,390,200,441,160,Temporary
2023-03-21,Jammu and Kashmir,352,179,172,88,193,70,Temporary
2023-03-22,Andhra Pradesh,377,192,184,94,207,75,Permanent
2023-03-22,Arunachal Pradesh,470,238,232,117,258,94,Permanent
2023-03-22,Assam,319,162,156,79,175,63,Temporary
2023-03-22,Bihar,296,152,143,74,162,59,Temporary
2023-03-22,Chhattisgarh,835,428,406,208,459,167,Permanent
2023-03-22,Goa,460,232,227,115,253,92,Permanent
2023-03-22,Gujarat,442,222,219,110,243,88,Temporary
2023-03-22,Haryana,828,414,414,207,455,165,Permanent
2023-03-22,Himachal Pradesh,889,453,435,222,489,177,Permanent
2023-03-22,Jharkhand,503,254,248,125,276,100,Temporary
2023-03-22,Karnataka,561,276,284,140,308,112,Permanent
2023-03-22,Kerala,708,361,346,177,389,141,Permanent
2023-03-22,Madhya Pradesh,782,386,395,195,430,156,Temporary
2023-03-22,Maharashtra,675,337,338,168,371,135,Permanent
2023-03-22,Manipur,414,206,207,103,227,82,Permanent
2023-03-22,Meghalaya,871,437,434,217,479,174,Temporary
2023-03-22,Mizoram,272,132,139,68,149,54,Temporary
2023-03-22,Nagaland,954,489,465,238,525,190,Permanent
2023-03-22,Odisha,749,361,387,187,412,149,Permanent
2023-03-22,Punjab,302,148,154,75,166,60,Permanent
2023-03-22,Rajasthan,618,311,306,154,340,123,Permanent
2023-03-22,Sikkim,288,140,148,72,158,57,Permanent
2023-03-22,Tamil Nadu,363,177,186,90,199,72,Temporary
2023-03-22,Telangana,263,130,133,65,144,52,Permanent
2023-03-22,Tripura,524,265,259,131,288,104,Temporary
2023-03-22,Uttar Pradesh,526,270,255,131,289,105,Permanent
2023-03-22,Uttarakhand,559,274,284,139,307,111,Temporary
2023-03-22,West Bengal,843,412,431,210,464,168,Permanent
2023-03-22,Delhi,911,444,466,227,501,182,Temporary
2023-03-22,Jammu and Kashmir,715,353,362,178,393,143,Temporary
2023-03-23,Andhra Pradesh,632,323,309,158,347,126,Permanent
2023-03-23,Arunachal Pradesh,387,197,190,96,213,77,Temporary
2023-03-23,Assam,524,265,258,131,288,104,Permanent
2023-03-23,Bihar,417,209,207,104,229,83,Permanent
2023-03-23,Chhattisgarh,309,152,157,77,170,61,Temporary
2023-03-23,Goa,854,415,438,213,469,170,Temporary
2023-03-23,Gujarat,496,255,240,124,272,99,Temporary
2023-03-23,Haryana,274,132,142,68,150,54,Temporary
2023-03-23,Himachal Pradesh,908,465,442,227,499,181,Temporary
2023-03-23,Jharkhand,923,479,443,230,507,184,Permanent
2023-03-23,Karnataka,887,447,439,221,487,177,Permanent
2023-03-23,Kerala,666,331,335,166,366,133,Temporary
2023-03-23,Madhya Pradesh,561,281,280,140,308,112,Permanent
2023-03-23,Maharashtra,845,423,421,211,464,169,Permanent
2023-03-23,Manipur,765,369,396,191,421,153,Permanent
2023-03-23,Meghalaya,450,216,233,112,247,90,Temporary
2023-03-23,Mizoram,437,213,223,109,240,87,Temporary
2023-03-23,Nagaland,311,157,154,77,171,62,Permanent
2023-03-23,Odisha,602,313,289,150,331,120,Permanent
2023-03-23,Punjab,283,136,146,70,156,56,Permanent
2023-03-23,Rajasthan,587,287,300,146,323,117,Permanent
2023-03-23,Sikkim,988,513,474,247,543,197,Temporary
2023-03-23,Tamil Nadu,259,132,127,64,142,51,Permanent
2023-03-23,Telangana,589,290,298,147,324,117,Temporary
2023-03-23,Tripura,960,465,495,240,528,192,Permanent
2023-03-23,Uttar Pradesh,980,484,495,245,539,196,Permanent
2023-03-23,Uttarakhand,963,488,474,240,529,192,Temporary
2023-03-23,West Bengal,925,465,460,231,509,185,Permanent
2023-03-23,Delhi,819,410,408,204,450,163,Permanent
2023-03-23,Jammu and Kashmir,992,514,478,248,545,198,Permanent
2023-03-24,Andhra Pradesh,633,310,323,158,348,126,Permanent
2023-03-24,Arunachal Pradesh,514,247,266,128,283,102,Permanent
2023-03-24,Assam,647,332,315,161,356,129,Permanent
2023-03-24,Bihar,723,352,371,180,397,144,Permanent
2023-03-24,Chhattisgarh,987,490,497,246,543,197,Temporary
2023-03-24,Goa,663,340,323,165,365,132,Permanent
2023-03-24,Gujarat,823,427,396,205,453,164,Permanent
2023-03-24,Haryana,710,367,343,177,390,142,Permanent
2023-03-24,Himachal Pradesh,583,292,290,145,321,116,Temporary
2023-03-24,Jharkhand,752,386,365,188,413,150,Temporary
2023-03-24,Karnataka,432,219,212,108,238,86,Permanent
2023-03-24,Kerala,248,125,122,62,136,49,Permanent
2023-03-24,Madhya Pradesh,387,187,199,96,213,77,Temporary
2023-03-24,Maharashtra,948,467,480,237,521,189,Permanent
2023-03-24,Manipur,393,200,192,98,216,78,Temporary
2023-03-24,Meghalaya,716,371,344,179,393,143,Permanent
2023-03-24,Mizoram,418,208,210,104,230,83,Permanent
2023-03-24,Nagaland,627,325,302,156,345,125,Permanent
2023-03-24,Odisha,659,331,328,164,362,131,Permanent
2023-03-24,Punjab,253,129,124,63,139,50,Permanent
2023-03-24,Rajasthan,716,355,360,179,394,143,Permanent
2023-03-24,Sikkim,1083,558,525,270,596,216,Permanent
2023-03-24,Tamil Nadu,935,452,483,233,514,187,Permanent
2023-03-24,Telangana,869,442,427,217,478,173,Temporary
2023-03-24,Tripura,398,197,201,99,219,79,Permanent
2023-03-24,Uttar Pradesh,283,146,136,70,155,56,Permanent
2023-03-24,Uttarakhand,661,319,341,165,363,132,Permanent
2023-03-24,West Bengal,284,142,141,71,156,56,Permanent
2023-03-24,Delhi,643,330,313,160,354,128,Permanent
2023-03-24,Jammu and Kashmir,829,408,421,207,456,165,Permanent
2023-03-25,Andhra Pradesh,171,83,87,42,94,34,Permanent
2023-03-25,Arunachal Pradesh,512,265,247,128,282,102,Temporary
2023-03-25,Assam,517,260,257,129,284,103,Permanent
2023-03-25,Bihar,521,250,271,130,287,104,Permanent
2023-03-25,Chhattisgarh,419,216,202,104,230,83,Permanent
2023-03-25,Goa,499,253,246,124,274,99,Permanent
2023-03-25,Gujarat,254,126,127,63,139,50,Permanent
2023-03-25,Haryana,471,234,237,117,259,94,Temporary
2023-03-25,Himachal Pradesh,535,262,273,133,294,107,Permanent
2023-03-25,Jharkhand,442,212,229,110,243,88,Permanent
2023-03-25,Karnataka,566,287,278,141,311,113,Temporary
2023-03-25,Kerala,562,273,288,140,309,112,Temporary
2023-03-25,Madhya Pradesh,487,237,249,121,267,97,Permanent
2023-03-25,Maharashtra,378,186,191,94,208,75,Permanent
2023-03-25,Manipur,237,117,120,59,130,47,Permanent
2023-03-25,Meghalaya,241,122,119,60,133,48,Temporary
2023-03-25,Mizoram,458,233,224,114,252,91,Temporary
2023-03-25,Nagaland,511,248,262,127,281,102,Permanent
2023-03-25,Odisha,459,233,226,114,252,91,Permanent
2023-03-25,Punjab,554,279,274,138,305,110,Permanent
2023-03-25,Rajasthan,396,193,202,99,217,79,Permanent
2023-03-25,Sikkim,202,99,102,50,111,40,Permanent
2023-03-25,Tamil Nadu,604,292,312,151,332,120,Permanent
2023-03-25,Telangana,247,124,122,61,135,49,Permanent
2023-03-25,Tripura,394,196,197,98,216,78,Permanent
